ENSEGOT00005000002.1	MTRR
ENSEGOT00005012414.1	OGFOD1
ENSEGOT00005012415.1	LOC100231505
ENSEGOT00005012417.1	NUDT21
ENSEGOT00005012418.1	HABP4
ENSEGOT00005012425.1	AMFR
ENSEGOT00005012424.1	ZNF367
ENSEGOT00005012429.1	ANO8
ENSEGOT00005012427.1	FEZ1
ENSEGOT00005012426.1	SLC35D2
ENSEGOT00005012431.1	GNAO1
ENSEGOT00005012434.1	GNAO1
ENSEGOT00005012436.1	PKNOX2
ENSEGOT00005012435.1	EIF3J
ENSEGOT00005012445.1	KIF11
ENSEGOT00005012438.1	ERCC6L2
ENSEGOT00005012439.1	CTDSPL2
ENSEGOT00005012441.1	CBFB
ENSEGOT00005012443.1	CBFB
ENSEGOT00005012446.1	TMEM218
ENSEGOT00005012447.1	PHAF1
ENSEGOT00005012465.1	MATK
ENSEGOT00005012468.1	MATK
ENSEGOT00005012470.1	MATK
ENSEGOT00005012471.1	MATK
ENSEGOT00005012448.1	GOLM2
ENSEGOT00005012449.1	GOLM2
ENSEGOT00005012451.1	PTCH1
ENSEGOT00005012455.1	PTCH1
ENSEGOT00005012450.1	B3GNT9
ENSEGOT00005012500.1	LARS1
ENSEGOT00005012507.1	LARS1
ENSEGOT00005012509.1	LARS1
ENSEGOT00005012512.1	LARS1
ENSEGOT00005012453.1	TRADD
ENSEGOT00005012454.1	FRMD5
ENSEGOT00005012456.1	HSF4
ENSEGOT00005012458.1	WDR76
ENSEGOT00005012457.1	HHEX
ENSEGOT00005012459.1	DNAAF1
ENSEGOT00005012460.1	FANCC
ENSEGOT00005012461.1	BLM
ENSEGOT00005012462.1	HSD17B12
ENSEGOT00005012481.1	SLC37A2
ENSEGOT00005012483.1	SLC37A2
ENSEGOT00005012494.1	SLC37A2
ENSEGOT00005012497.1	SLC37A2
ENSEGOT00005012463.1	MBTPS1
ENSEGOT00005012464.1	AOPEP
ENSEGOT00005012467.1	AOPEP
ENSEGOT00005012466.1	CTSH
ENSEGOT00005012469.1	CTSH
ENSEGOT00005012473.1	SLC38A8
ENSEGOT00005012475.1	LOC105758928
ENSEGOT00005012502.1	CACNB3
ENSEGOT00005012529.1	CACNB3
ENSEGOT00005012531.1	CACNB3
ENSEGOT00005012534.1	CACNB3
ENSEGOT00005012540.1	CACNB3
ENSEGOT00005012479.1	RASGRF1
ENSEGOT00005012477.1	NECAB2
ENSEGOT00005012478.1	RAX2
ENSEGOT00005012480.1	FBP2
ENSEGOT00005012484.1	FBP2
ENSEGOT00005012487.1	LOC100223311
ENSEGOT00005012491.1	LOC100223311
ENSEGOT00005012486.1	OSGIN1
ENSEGOT00005012485.1	ANKRD34B
ENSEGOT00005012489.1	CTSL
ENSEGOT00005012493.1	CTSL
ENSEGOT00005012490.1	LOC115496886
ENSEGOT00005012496.1	SLC7A6
ENSEGOT00005012498.1	MRPL54
ENSEGOT00005012499.1	ANPEP
ENSEGOT00005012501.1	HEPACAM
ENSEGOT00005012505.1	DAPK1
ENSEGOT00005012510.1	DAPK1
ENSEGOT00005012506.1	EXOC6
ENSEGOT00005012575.1	EXOC6
ENSEGOT00005012504.1	APBA3
ENSEGOT00005012514.1	TJP3
ENSEGOT00005012515.1	PRMT7
ENSEGOT00005012518.1	PRMT7
ENSEGOT00005012516.1	SH3RF2
ENSEGOT00005012517.1	ZNF710
ENSEGOT00005012519.1	GAS1
ENSEGOT00005012522.1	GRXCR2
ENSEGOT00005012526.1	SMPD3
ENSEGOT00005012525.1	MRPS34
ENSEGOT00005012527.1	PIP5K1C
ENSEGOT00005012533.1	PIP5K1C
ENSEGOT00005012539.1	PIP5K1C
ENSEGOT00005012543.1	PIP5K1C
ENSEGOT00005012530.1	PLA2G15
ENSEGOT00005012537.1	IDH2
ENSEGOT00005012541.1	IDH2
ENSEGOT00005012546.1	IDH2
ENSEGOT00005012557.1	IDH2
ENSEGOT00005012532.1	GLYR1
ENSEGOT00005012538.1	GLYR1
ENSEGOT00005012535.1	CMKLR2
ENSEGOT00005012549.1	TUT7
ENSEGOT00005012554.1	TUT7
ENSEGOT00005012555.1	TUT7
ENSEGOT00005012560.1	TUT7
ENSEGOT00005012561.1	TUT7
ENSEGOT00005012542.1	ROBO3
ENSEGOT00005012544.1	ESRP2
ENSEGOT00005012550.1	ESRP2
ENSEGOT00005012558.1	ESRP2
ENSEGOT00005012545.1	GLYR1
ENSEGOT00005012547.1	DDX23
ENSEGOT00005012552.1	DDX23
ENSEGOT00005012548.1	MSANTD2
ENSEGOT00005012559.1	CACTIN
ENSEGOT00005012562.1	SEMA4B
ENSEGOT00005012563.1	TRIM33
ENSEGOT00005012564.1	TBXA2R
ENSEGOT00005012565.1	ISCA1
ENSEGOT00005012567.1	NFATC3
ENSEGOT00005012572.1	NFATC3
ENSEGOT00005012569.1	CIB1
ENSEGOT00005012568.1	GIPC2
ENSEGOT00005012571.1	SLC30A5
ENSEGOT00005012573.1	SYT6
ENSEGOT00005012576.1	GDPGP1
ENSEGOT00005012577.1	HMG20B
ENSEGOT00005012601.1	ESAM
ENSEGOT00005012607.1	ESAM
ENSEGOT00005012614.1	ESAM
ENSEGOT00005012618.1	ESAM
ENSEGOT00005012581.1	CENPH
ENSEGOT00005012582.1	OLFML3
ENSEGOT00005012829.1	PNPLA7
ENSEGOT00005012834.1	PNPLA7
ENSEGOT00005012837.1	PNPLA7
ENSEGOT00005012838.1	PNPLA7
ENSEGOT00005012842.1	PNPLA7
ENSEGOT00005012868.1	PNPLA7
ENSEGOT00005012876.1	PNPLA7
ENSEGOT00005012877.1	PNPLA7
ENSEGOT00005012884.1	PNPLA7
ENSEGOT00005012583.1	DUS2
ENSEGOT00005012584.1	MFSD12
ENSEGOT00005012591.1	TTLL13
ENSEGOT00005012594.1	TTLL13
ENSEGOT00005012587.1	LOC100220413
ENSEGOT00005012586.1	PFKFB2
ENSEGOT00005012590.1	DDX28
ENSEGOT00005012592.1	LOC100220413
ENSEGOT00005012593.1	CDK7
ENSEGOT00005012599.1	CDK7
ENSEGOT00005012596.1	FZR1
ENSEGOT00005012597.1	NIPA1
ENSEGOT00005012600.1	PFKFB2
ENSEGOT00005012602.1	TTLL13
ENSEGOT00005012603.1	LOC100220796
ENSEGOT00005012604.1	DLX4
ENSEGOT00005012605.1	NIPA2
ENSEGOT00005012606.1	LOC115490876
ENSEGOT00005012608.1	DLX4
ENSEGOT00005012609.1	SERINC5
ENSEGOT00005012610.1	DOHH
ENSEGOT00005012611.1	YOD1
ENSEGOT00005012616.1	VPS33B
ENSEGOT00005012628.1	VPS33B
ENSEGOT00005012634.1	VPS33B
ENSEGOT00005012617.1	SLC12A4
ENSEGOT00005012627.1	SLC12A4
ENSEGOT00005012620.1	CYFIP1
ENSEGOT00005012619.1	NFIC
ENSEGOT00005012624.1	NFIC
ENSEGOT00005012621.1	CYP26C1
ENSEGOT00005012625.1	LOC100220413
ENSEGOT00005012622.1	C1orf116
ENSEGOT00005012626.1	C1orf116
ENSEGOT00005012629.1	C1orf116
ENSEGOT00005012630.1	MREG
ENSEGOT00005012631.1	LOC100220413
ENSEGOT00005012633.1	SIAE
ENSEGOT00005012638.1	SIAE
ENSEGOT00005012637.1	FNTM1
ENSEGOT00005012639.1	LOC100231735
ENSEGOT00005012642.1	LOC100231735
ENSEGOT00005012640.1	PIGR
ENSEGOT00005012641.1	SLC6A2
ENSEGOT00005012643.1	PIGR
ENSEGOT00005012645.1	IL19
ENSEGOT00005012647.1	TUBGCP5
ENSEGOT00005012659.1	TUBGCP5
ENSEGOT00005012646.1	LPCAT2
ENSEGOT00005012658.1	CYP26A1
ENSEGOT00005012662.1	LOC115492551
ENSEGOT00005012649.1	PANX
ENSEGOT00005012650.1	PRC1
ENSEGOT00005012654.1	PRC1
ENSEGOT00005012652.1	RIT1
ENSEGOT00005012657.1	UBE2F
ENSEGOT00005012656.1	MMP2
ENSEGOT00005012661.1	SYT11
ENSEGOT00005012664.1	RAMP1
ENSEGOT00005012666.1	IRX6
ENSEGOT00005012667.1	HYLS1
ENSEGOT00005012673.1	DDX25
ENSEGOT00005012677.1	LRRFIP1
ENSEGOT00005012679.1	LRRFIP1
ENSEGOT00005012683.1	LRRFIP1
ENSEGOT00005012685.1	LRRFIP1
ENSEGOT00005012676.1	IRX3
ENSEGOT00005012682.1	CHST7
ENSEGOT00005012684.1	CHST7
ENSEGOT00005012689.1	CHST7
ENSEGOT00005012678.1	UNC45A
ENSEGOT00005012681.1	LOC100221944
ENSEGOT00005012680.1	DDX25
ENSEGOT00005012686.1	LETMD1
ENSEGOT00005012687.1	FTO
ENSEGOT00005012693.1	FTO
ENSEGOT00005012695.1	FTO
ENSEGOT00005012691.1	UNC45A
ENSEGOT00005012692.1	LETMD1
ENSEGOT00005012694.1	RAB17
ENSEGOT00005012697.1	SLC9A7
ENSEGOT00005012702.1	CDON
ENSEGOT00005012705.1	CDON
ENSEGOT00005012698.1	MAN2A2
ENSEGOT00005012699.1	PRLH
ENSEGOT00005012704.1	MSTO1
ENSEGOT00005012707.1	MSTO1
ENSEGOT00005012701.1	PIGT
ENSEGOT00005012706.1	JADE3
ENSEGOT00005012708.1	AKTIP
ENSEGOT00005012709.1	DBNDD2
ENSEGOT00005012710.1	FES
ENSEGOT00005012712.1	LOC115492408
ENSEGOT00005012713.1	JADE3
ENSEGOT00005012714.1	MLPH
ENSEGOT00005012718.1	MLPH
ENSEGOT00005012727.1	MLPH
ENSEGOT00005012734.1	MLPH
ENSEGOT00005012715.1	RBL2
ENSEGOT00005012716.1	CHEK1
ENSEGOT00005012717.1	LOC115492408
ENSEGOT00005012720.1	DAP3
ENSEGOT00005012726.1	DAP3
ENSEGOT00005012730.1	DAP3
ENSEGOT00005012722.1	FURIN
ENSEGOT00005012721.1	RGN
ENSEGOT00005012724.1	STT3A
ENSEGOT00005012725.1	CEP19
ENSEGOT00005012728.1	MAF1
ENSEGOT00005012731.1	MFAP1
ENSEGOT00005013012.1	PTPRS
ENSEGOT00005013050.1	PTPRS
ENSEGOT00005013082.1	PTPRS
ENSEGOT00005013089.1	PTPRS
ENSEGOT00005013090.1	PTPRS
ENSEGOT00005013093.1	PTPRS
ENSEGOT00005013120.1	PTPRS
ENSEGOT00005013142.1	PTPRS
ENSEGOT00005013149.1	PTPRS
ENSEGOT00005012736.1	HYPK
ENSEGOT00005012737.1	PLCXD1
ENSEGOT00005012750.1	MYOF
ENSEGOT00005012745.1	EI24
ENSEGOT00005012749.1	EI24
ENSEGOT00005012751.1	EI24
ENSEGOT00005012740.1	HORMAD1
ENSEGOT00005012742.1	HORMAD1
ENSEGOT00005012741.1	RUSC1
ENSEGOT00005012747.1	GTPBP6
ENSEGOT00005012748.1	GTPBP6
ENSEGOT00005012743.1	FDPS
ENSEGOT00005012746.1	COL6A3
ENSEGOT00005012756.1	COL6A3
ENSEGOT00005012764.1	COL6A3
ENSEGOT00005012755.1	HCN3
ENSEGOT00005012760.1	SERINC4
ENSEGOT00005012783.1	SERINC4
ENSEGOT00005012786.1	SERINC4
ENSEGOT00005012790.1	SERINC4
ENSEGOT00005012795.1	SERINC4
ENSEGOT00005012754.1	FOXRED1
ENSEGOT00005012763.1	TRPM8
ENSEGOT00005012765.1	TRPM8
ENSEGOT00005012766.1	TRPM8
ENSEGOT00005012767.1	TRPM8
ENSEGOT00005012758.1	SRPRA
ENSEGOT00005012774.1	LOC100221786
ENSEGOT00005012759.1	PTS
ENSEGOT00005012761.1	BCO2
ENSEGOT00005012762.1	FAM118B
ENSEGOT00005012768.1	DCPS
ENSEGOT00005012771.1	DCPS
ENSEGOT00005012778.1	ST3GAL4
ENSEGOT00005012781.1	ST3GAL4
ENSEGOT00005012780.1	LOC100232591
ENSEGOT00005012785.1	CEP55
ENSEGOT00005012789.1	DLAT
ENSEGOT00005012793.1	KIRREL3
ENSEGOT00005012800.1	KIRREL3
ENSEGOT00005012797.1	RAB13
ENSEGOT00005012801.1	RAB13
ENSEGOT00005012805.1	FFAR4
ENSEGOT00005012803.1	DIXDC1
ENSEGOT00005012811.1	DIXDC1
ENSEGOT00005012807.1	JTB
ENSEGOT00005012809.1	NCOA3
ENSEGOT00005012816.1	NCOA3
ENSEGOT00005012810.1	PDIA3
ENSEGOT00005012812.1	CREB3L4
ENSEGOT00005012813.1	ETS1
ENSEGOT00005012817.1	RBP4
ENSEGOT00005012839.1	PPP2R3B
ENSEGOT00005012844.1	PPP2R3B
ENSEGOT00005012846.1	PPP2R3B
ENSEGOT00005012814.1	SLC39A1
ENSEGOT00005012815.1	LOC100228000
ENSEGOT00005012818.1	HSPB2
ENSEGOT00005012819.1	CRTC2
ENSEGOT00005012820.1	CRYAB
ENSEGOT00005012821.1	EFCC1
ENSEGOT00005012830.1	GLE1
ENSEGOT00005012822.1	PIAS4
ENSEGOT00005012823.1	SULF2
ENSEGOT00005012824.1	ALG9
ENSEGOT00005012826.1	FLI1
ENSEGOT00005012828.1	FLI1
ENSEGOT00005012831.1	FLI1
ENSEGOT00005012825.1	PPIP5K1
ENSEGOT00005012827.1	PPIP5K1
ENSEGOT00005012832.1	PPIP5K1
ENSEGOT00005012864.1	PDE6C
ENSEGOT00005012833.1	KCNJ1
ENSEGOT00005012835.1	ODF2
ENSEGOT00005012853.1	SIK2
ENSEGOT00005012836.1	KCNJ5
ENSEGOT00005012840.1	MAP1A
ENSEGOT00005012841.1	PTGES2
ENSEGOT00005012845.1	BBLN
ENSEGOT00005012852.1	ARHGAP32
ENSEGOT00005012855.1	ARHGAP32
ENSEGOT00005012847.1	CIZ1
ENSEGOT00005012848.1	SHOX
ENSEGOT00005012851.1	DNM1
ENSEGOT00005012854.1	LOC101233002
ENSEGOT00005012866.1	ATF1
ENSEGOT00005012865.1	BARX2
ENSEGOT00005012870.1	GOLGA2
ENSEGOT00005012874.1	GOLGA2
ENSEGOT00005012867.1	TMEM45B
ENSEGOT00005012869.1	LOC101233002
ENSEGOT00005012871.1	LOC100221517
ENSEGOT00005012872.1	FRA10AC1
ENSEGOT00005012875.1	ASMTL
ENSEGOT00005012881.1	SWI5
ENSEGOT00005012950.1	PREX1
ENSEGOT00005012957.1	PREX1
ENSEGOT00005012960.1	PREX1
ENSEGOT00005012962.1	PREX1
ENSEGOT00005012964.1	PREX1
ENSEGOT00005012878.1	P2RY8
ENSEGOT00005012882.1	APLP2
ENSEGOT00005012887.1	APLP2
ENSEGOT00005012891.1	APLP2
ENSEGOT00005012896.1	APLP2
ENSEGOT00005012901.1	APLP2
ENSEGOT00005012883.1	TRUB2
ENSEGOT00005012885.1	AKAP17A
ENSEGOT00005012967.1	EEF2
ENSEGOT00005012972.1	EEF2
ENSEGOT00005012974.1	EEF2
ENSEGOT00005012886.1	MRPL41
ENSEGOT00005012888.1	COQ4
ENSEGOT00005012890.1	ASMT
ENSEGOT00005012894.1	LGI1
ENSEGOT00005012909.1	LGI1
ENSEGOT00005012913.1	LGI1
ENSEGOT00005012889.1	DPH7
ENSEGOT00005012892.1	SLC27A4
ENSEGOT00005012893.1	ZMYND19
ENSEGOT00005012895.1	ZBED1
ENSEGOT00005012900.1	RPL12
ENSEGOT00005012902.1	RPL12
ENSEGOT00005012905.1	RPL12
ENSEGOT00005012903.1	CERCAM
ENSEGOT00005012904.1	CD99
ENSEGOT00005012907.1	CD99
ENSEGOT00005012908.1	PTRH1
ENSEGOT00005012911.1	LRSAM1
ENSEGOT00005012916.1	LRSAM1
ENSEGOT00005012910.1	XG
ENSEGOT00005012912.1	TOR2A
ENSEGOT00005012914.1	PRDM10
ENSEGOT00005012920.1	PRDM10
ENSEGOT00005012915.1	GYG2
ENSEGOT00005012917.1	SH2D3C
ENSEGOT00005012918.1	SH2D3C
ENSEGOT00005012923.1	SLC35G1
ENSEGOT00005012925.1	LOC100229427
ENSEGOT00005012926.1	LOC100229427
ENSEGOT00005012924.1	CDK9
ENSEGOT00005012927.1	FKBP15
ENSEGOT00005012931.1	FKBP15
ENSEGOT00005012928.1	FPGS
ENSEGOT00005012929.1	NFRKB
ENSEGOT00005012930.1	TNFSF13B
ENSEGOT00005012932.1	ABHD13
ENSEGOT00005012933.1	LIG4
ENSEGOT00005012935.1	SLC31A1
ENSEGOT00005012936.1	ST14
ENSEGOT00005012939.1	ST14
ENSEGOT00005012937.1	NALF1
ENSEGOT00005012943.1	PLCE1
ENSEGOT00005012940.1	PRPF4
ENSEGOT00005012941.1	ARGLU1
ENSEGOT00005012942.1	ARGLU1
ENSEGOT00005012946.1	WDR31
ENSEGOT00005012948.1	WDR31
ENSEGOT00005012949.1	LOC100221796
ENSEGOT00005012947.1	EFNB2
ENSEGOT00005012954.1	BSPRY
ENSEGOT00005012956.1	SLC10A2
ENSEGOT00005012955.1	ALAD
ENSEGOT00005012958.1	METTL21EP
ENSEGOT00005012959.1	POLE3
ENSEGOT00005012961.1	ERCC5
ENSEGOT00005012963.1	RGS3
ENSEGOT00005012965.1	RGS3
ENSEGOT00005012970.1	RGS3
ENSEGOT00005012966.1	BIVM
ENSEGOT00005012968.1	BIVM
ENSEGOT00005012971.1	BIVM
ENSEGOT00005012969.1	ARFGEF2
ENSEGOT00005013009.1	LNPEP
ENSEGOT00005013017.1	LNPEP
ENSEGOT00005012973.1	CSE1L
ENSEGOT00005012977.1	ZNF618
ENSEGOT00005012980.1	ZNF618
ENSEGOT00005012984.1	ZNF618
ENSEGOT00005012987.1	ZNF618
ENSEGOT00005012989.1	ZNF618
ENSEGOT00005012992.1	ZNF618
ENSEGOT00005012979.1	STAU1
ENSEGOT00005012982.1	STAU1
ENSEGOT00005012985.1	STAU1
ENSEGOT00005012981.1	SMAP2
ENSEGOT00005012983.1	SMAP2
ENSEGOT00005013003.1	POGLUT2
ENSEGOT00005013006.1	POGLUT2
ENSEGOT00005013008.1	POGLUT2
ENSEGOT00005013010.1	POGLUT2
ENSEGOT00005012988.1	SLC25A44
ENSEGOT00005012990.1	CHTOP
ENSEGOT00005012993.1	CHTOP
ENSEGOT00005013469.1	CHD9
ENSEGOT00005013484.1	CHD9
ENSEGOT00005013501.1	CHD9
ENSEGOT00005013509.1	CHD9
ENSEGOT00005013527.1	CHD9
ENSEGOT00005013532.1	CHD9
ENSEGOT00005013535.1	CHD9
ENSEGOT00005013540.1	CHD9
ENSEGOT00005013543.1	CHD9
ENSEGOT00005013569.1	CHD9
ENSEGOT00005012991.1	SEMA4A
ENSEGOT00005012995.1	LMNA
ENSEGOT00005012999.1	MEX3A
ENSEGOT00005013000.1	CHTOP
ENSEGOT00005013002.1	CHTOP
ENSEGOT00005013004.1	LOC100231666
ENSEGOT00005013007.1	CHTOP
ENSEGOT00005013014.1	RAB25
ENSEGOT00005013015.1	TEX30
ENSEGOT00005013019.1	LRRC26
ENSEGOT00005013020.1	LAMTOR2
ENSEGOT00005013022.1	LAMTOR2
ENSEGOT00005013024.1	LAMTOR2
ENSEGOT00005013027.1	LAMTOR2
ENSEGOT00005013021.1	RNF224
ENSEGOT00005013023.1	METTL21C
ENSEGOT00005013025.1	CHTOP
ENSEGOT00005013026.1	RNF208
ENSEGOT00005013028.1	UBQLN4
ENSEGOT00005013030.1	NDOR1
ENSEGOT00005013032.1	NDOR1
ENSEGOT00005013035.1	SHB
ENSEGOT00005013041.1	SHB
ENSEGOT00005013042.1	SHB
ENSEGOT00005013034.1	NAXE
ENSEGOT00005013038.1	TPP2
ENSEGOT00005013045.1	TPP2
ENSEGOT00005013048.1	TPP2
ENSEGOT00005013044.1	IQGAP3
ENSEGOT00005013043.1	LOC100229162
ENSEGOT00005013046.1	ENTPD8
ENSEGOT00005013053.1	DDHD2
ENSEGOT00005013049.1	NOXA1
ENSEGOT00005013047.1	MEF2D
ENSEGOT00005013052.1	RHBG
ENSEGOT00005013054.1	EXD3
ENSEGOT00005013083.1	RNF38
ENSEGOT00005013088.1	RNF38
ENSEGOT00005013055.1	TASOR2
ENSEGOT00005013056.1	HAPLN2
ENSEGOT00005013059.1	BCAN
ENSEGOT00005013058.1	NRARP
ENSEGOT00005013060.1	TASOR2
ENSEGOT00005013061.1	FGF14
ENSEGOT00005013063.1	AMBP
ENSEGOT00005013064.1	BCAN
ENSEGOT00005013065.1	AMBP
ENSEGOT00005013066.1	ITGBL1
ENSEGOT00005013068.1	LOC101232901
ENSEGOT00005013069.1	NES
ENSEGOT00005013072.1	NES
ENSEGOT00005013070.1	RABL6
ENSEGOT00005013071.1	LOC101232901
ENSEGOT00005013073.1	LOC105759663
ENSEGOT00005013077.1	COPG2
ENSEGOT00005013076.1	ETFA
ENSEGOT00005013075.1	AJM1
ENSEGOT00005013078.1	PHPT1
ENSEGOT00005013080.1	AVPR1B
ENSEGOT00005013084.1	AVPR1B
ENSEGOT00005013085.1	MEST
ENSEGOT00005013528.1	WWP2
ENSEGOT00005013581.1	WWP2
ENSEGOT00005013606.1	WWP2
ENSEGOT00005013611.1	WWP2
ENSEGOT00005013615.1	WWP2
ENSEGOT00005013620.1	WWP2
ENSEGOT00005013630.1	WWP2
ENSEGOT00005013642.1	WWP2
ENSEGOT00005013647.1	WWP2
ENSEGOT00005013664.1	WWP2
ENSEGOT00005013087.1	ETFA
ENSEGOT00005013100.1	NALCN
ENSEGOT00005013104.1	NALCN
ENSEGOT00005013096.1	EDF1
ENSEGOT00005013091.1	CEP41
ENSEGOT00005013092.1	ETFA
ENSEGOT00005013094.1	TRIM14
ENSEGOT00005013097.1	LOC100221263
ENSEGOT00005013098.1	CPA1
ENSEGOT00005013103.1	NANS
ENSEGOT00005013105.1	TRAF2
ENSEGOT00005013108.1	TRAF2
ENSEGOT00005013106.1	LOC100229883
ENSEGOT00005013110.1	CPA1
ENSEGOT00005013114.1	LOC100229883
ENSEGOT00005013113.1	TMTC4
ENSEGOT00005013112.1	FBXW5
ENSEGOT00005013117.1	CLTA
ENSEGOT00005013118.1	CLTA
ENSEGOT00005013116.1	CPA2
ENSEGOT00005013115.1	MTX3
ENSEGOT00005013119.1	LOC100221263
ENSEGOT00005013121.1	C8G
ENSEGOT00005013123.1	C8G
ENSEGOT00005013125.1	C8G
ENSEGOT00005013122.1	GGACT
ENSEGOT00005013126.1	CMYA5
ENSEGOT00005013128.1	CMYA5
ENSEGOT00005013131.1	LOC100232025
ENSEGOT00005013132.1	TENT2
ENSEGOT00005013133.1	LOC100221263
ENSEGOT00005013134.1	NPDC1
ENSEGOT00005013137.1	NPDC1
ENSEGOT00005013144.1	GNE
ENSEGOT00005013146.1	GNE
ENSEGOT00005013147.1	GNE
ENSEGOT00005013135.1	HOMER1
ENSEGOT00005013154.1	TMEM209
ENSEGOT00005013155.1	TMEM209
ENSEGOT00005013158.1	TMEM209
ENSEGOT00005013160.1	TMEM209
ENSEGOT00005013161.1	TMEM209
ENSEGOT00005013140.1	LOC100221263
ENSEGOT00005013141.1	FUT4
ENSEGOT00005013145.1	JMY
ENSEGOT00005013148.1	ITGA6
ENSEGOT00005013152.1	ITGA6
ENSEGOT00005013151.1	LOC100221623
ENSEGOT00005013150.1	CPLX1
ENSEGOT00005013153.1	PCGF3
ENSEGOT00005013156.1	KDM4B
ENSEGOT00005013162.1	KDM4B
ENSEGOT00005013157.1	SLC49A3
ENSEGOT00005013159.1	LOC115492494
ENSEGOT00005013165.1	DMGDH
ENSEGOT00005013168.1	DMGDH
ENSEGOT00005013163.1	SLC49A3
ENSEGOT00005013354.1	NOC3L
ENSEGOT00005013377.1	NOC3L
ENSEGOT00005013383.1	NOC3L
ENSEGOT00005013404.1	NOC3L
ENSEGOT00005013410.1	NOC3L
ENSEGOT00005013431.1	NOC3L
ENSEGOT00005013164.1	LOC100221863
ENSEGOT00005013166.1	UHRF1
ENSEGOT00005013171.1	KLHDC10
ENSEGOT00005013173.1	KLHDC10
ENSEGOT00005013175.1	KLHDC10
ENSEGOT00005013167.1	TRABD2A
ENSEGOT00005013169.1	ARSB
ENSEGOT00005013170.1	LOC100219442
ENSEGOT00005013172.1	LHFPL2
ENSEGOT00005013174.1	TICAM1
ENSEGOT00005013176.1	FEM1A
ENSEGOT00005013177.1	SCAMP1
ENSEGOT00005013179.1	SCAMP1
ENSEGOT00005013183.1	PIGG
ENSEGOT00005013188.1	PIGG
ENSEGOT00005013178.1	ZC3HC1
ENSEGOT00005013181.1	DPP9
ENSEGOT00005013187.1	DPP9
ENSEGOT00005013185.1	LOC100218848
ENSEGOT00005013186.1	LOC100218848
ENSEGOT00005013190.1	LOC100218848
ENSEGOT00005013192.1	LOC100218848
ENSEGOT00005013195.1	LOC100218848
ENSEGOT00005013193.1	STRIP1
ENSEGOT00005013194.1	MYDGF
ENSEGOT00005013196.1	TNFAIP8L1
ENSEGOT00005013197.1	LOC100218848
ENSEGOT00005013205.1	LOC100222111
ENSEGOT00005013211.1	LOC100222111
ENSEGOT00005013213.1	LOC100222111
ENSEGOT00005013216.1	LOC100222111
ENSEGOT00005013219.1	LOC100222111
ENSEGOT00005013221.1	LOC100222111
ENSEGOT00005013227.1	LOC100222111
ENSEGOT00005013232.1	LOC100222111
ENSEGOT00005013198.1	VANGL1
ENSEGOT00005013215.1	TARBP1
ENSEGOT00005013224.1	TARBP1
ENSEGOT00005013226.1	TARBP1
ENSEGOT00005013201.1	MAP4K3
ENSEGOT00005013204.1	SLC22A15
ENSEGOT00005013207.1	SLC22A15
ENSEGOT00005013210.1	SLC22A15
ENSEGOT00005013212.1	GMCL1
ENSEGOT00005013214.1	CASQ2
ENSEGOT00005013218.1	LOC100221284
ENSEGOT00005013217.1	NHLH2
ENSEGOT00005013220.1	ATP1A1
ENSEGOT00005013225.1	ATP1A1
ENSEGOT00005013228.1	LOC100221284
ENSEGOT00005013229.1	COA6
ENSEGOT00005013230.1	SLC35F3
ENSEGOT00005013231.1	SYT11
ENSEGOT00005013234.1	KCNK1
ENSEGOT00005013238.1	MAP3K21
ENSEGOT00005013239.1	LOC100231060
ENSEGOT00005013241.1	LOC115490803
ENSEGOT00005013242.1	PLA1A
ENSEGOT00005013244.1	SPEF1
ENSEGOT00005013243.1	POPDC2
ENSEGOT00005013245.1	LOC100221679
ENSEGOT00005013248.1	CFAP91
ENSEGOT00005013247.1	GAMT
ENSEGOT00005013249.1	VAX1
ENSEGOT00005013252.1	PCNX2
ENSEGOT00005013255.1	PCNX2
ENSEGOT00005013256.1	PCNX2
ENSEGOT00005013258.1	PCNX2
ENSEGOT00005013259.1	PCNX2
ENSEGOT00005013260.1	PCNX2
ENSEGOT00005013262.1	PCNX2
ENSEGOT00005013250.1	ANKRD34B
ENSEGOT00005013251.1	GSK3B
ENSEGOT00005013253.1	GSK3B
ENSEGOT00005013335.1	ABCA2
ENSEGOT00005013365.1	ABCA2
ENSEGOT00005013396.1	ABCA2
ENSEGOT00005013407.1	ABCA2
ENSEGOT00005013436.1	ABCA2
ENSEGOT00005013446.1	ABCA2
ENSEGOT00005013546.1	ABCA2
ENSEGOT00005013588.1	ABCA2
ENSEGOT00005013599.1	ABCA2
ENSEGOT00005013610.1	ABCA2
ENSEGOT00005013257.1	GPR156
ENSEGOT00005013261.1	LRRC58
ENSEGOT00005013341.1	SOS1
ENSEGOT00005013352.1	SOS1
ENSEGOT00005013353.1	SOS1
ENSEGOT00005013363.1	SOS1
ENSEGOT00005013264.1	FSTL1
ENSEGOT00005013273.1	LOC100222111
ENSEGOT00005013278.1	LOC100222111
ENSEGOT00005013280.1	LOC100222111
ENSEGOT00005013283.1	LOC100222111
ENSEGOT00005013286.1	LOC100222111
ENSEGOT00005013287.1	LOC100222111
ENSEGOT00005013288.1	LOC100222111
ENSEGOT00005013292.1	LOC100222111
ENSEGOT00005013269.1	NR4A2
ENSEGOT00005013271.1	ANKRD34B
ENSEGOT00005013272.1	GPD2
ENSEGOT00005013276.1	GPD2
ENSEGOT00005013275.1	SIPA1L2
